generated_smiles,pyg_data
Cc1cc(-c2cc(C)nc3nc(-c4cccnc4)nn23)n2nc(-c3cccnc3)nc2n1,"Data(x=[32, 3], edge_index=[2, 74])"
Cc1cc(-c2cc(C)nc3nc(-c4cccs4)nn23)n2nc(-c3cccs3)nc2n1,"Data(x=[30, 3], edge_index=[2, 70])"
Cc1cc(-c2cc(C)nc3nc(-c4ccncc4)nn23)n2nc(-c3ccncc3)nc2n1,"Data(x=[32, 3], edge_index=[2, 74])"
Cc1cc(-c2cc(C)nc3nc(-c4cnc5ccccc5c4)nn23)n2nc(-c3cnc4ccccc4c3)nc2n1,"Data(x=[40, 3], edge_index=[2, 94])"
Cc1cc(-c2cc(C)nc3nc(-c4cncc(Br)c4)nn23)n2nc(-c3cncc(Br)c3)nc2n1,"Data(x=[34, 3], edge_index=[2, 78])"
Cc1cc(-c2cc(C)nc3nc(-c4coc5ccccc5c4=O)nn23)n2nc(-c3coc4ccccc4c3=O)nc2n1,"Data(x=[42, 3], edge_index=[2, 98])"
Cc1cc(-c2cc(C)nc3nc(-c4nc(C)nc5c4CC(C)C5)nn23)n2nc(-c3nc(C)nc4c3CC(C)C4)nc2n1,"Data(x=[42, 3], edge_index=[2, 98])"
Cc1cc(-c2cc(C)nc3nc(-c4nc(C)nc5c4CCC5)nn23)n2nc(-c3nc(C)nc4c3CCC4)nc2n1,"Data(x=[40, 3], edge_index=[2, 94])"
Cc1cc(-c2cc(C)nc3nc(-c4nc(N)nc5[nH]c6ccccc6c45)nn23)n2nc(-c3nc(N)nc4[nH]c5ccccc5c34)nc2n1,"Data(x=[48, 3], edge_index=[2, 114])"
Cc1cc(-c2cc(C)nc3nc(-c4nc5ccccc5[nH]4)nn23)n2nc(-c3nc4ccccc4[nH]3)nc2n1,"Data(x=[38, 3], edge_index=[2, 90])"
Cc1cc(-c2cc(C)nc3nc(-c4nnc5c(n4)[nH]c4ccccc45)nn23)n2nc(-c3nnc4c(n3)[nH]c3ccccc34)nc2n1,"Data(x=[46, 3], edge_index=[2, 110])"
Cc1cc(-c2cc(C)nc3nc(-n4ccnc4)nn23)n2nc(-n3ccnc3)nc2n1,"Data(x=[30, 3], edge_index=[2, 70])"
Cc1cc(-c2cc(C)nc3nc(-n4cncn4)nn23)n2nc(-n3cncn3)nc2n1,"Data(x=[30, 3], edge_index=[2, 70])"
Cc1cc(-c2cc(C)nc3nc(C(C)(C)O)nn23)n2nc(C(C)(C)O)nc2n1,"Data(x=[28, 3], edge_index=[2, 62])"
Cc1cc(-c2cc(C)nc3nc(C(C)C)nn23)n2nc(C(C)C)nc2n1,"Data(x=[26, 3], edge_index=[2, 58])"
Cc1cc(-c2cc(C)nc3nc(C(F)(F)F)nn23)n2nc(C(F)(F)F)nc2n1,"Data(x=[28, 3], edge_index=[2, 62])"
Cc1cc(-c2cc(C)nc3nc(C45CC6CC(CC(C6)C4)C5)nn23)n2nc(C34CC5CC(CC(C5)C3)C4)nc2n1,"Data(x=[40, 3], edge_index=[2, 98])"
Cc1cc(-c2cc(C)nc3nc(C45CC6CC(CC(C6)C4)C5)nn23)n2nc([C@@H]3CCCCO3)nc2n1,"Data(x=[36, 3], edge_index=[2, 86])"
Cc1cc(-c2cc(C)nc3nc(C45CC6CC(CC(C6)C4)C5)nn23)n2nc([C@H]3CCCCO3)nc2n1,"Data(x=[36, 3], edge_index=[2, 86])"
Cc1cc(-c2cc(C)nc3nc(C4CCC(F)(F)CC4)nn23)n2nc(C3CCC(F)(F)CC3)nc2n1,"Data(x=[36, 3], edge_index=[2, 82])"
Cc1cc(-c2cc(C)nc3nc(CC(C)C)nn23)n2nc(CC(C)C)nc2n1,"Data(x=[28, 3], edge_index=[2, 62])"
Cc1cc(-c2cc(C)nc3nc(N(C)C)nn23)n2nc(N(C)C)nc2n1,"Data(x=[26, 3], edge_index=[2, 58])"
Cc1cc(-c2cc(C)nc3nc(N4CCCCC4)nn23)n2nc(N3CCCCC3)nc2n1,"Data(x=[32, 3], edge_index=[2, 74])"
Cc1cc(-c2cc(C)nc3nc(N4CCN(C)CC4)nn23)n2nc(N3CCN(C)CC3)nc2n1,"Data(x=[34, 3], edge_index=[2, 78])"
Cc1cc(-c2cc(C)nc3nc(N4CCN([C@@H]5c6ccccc6[C@@H]6[C@H](c7ccccc75)C6(F)F)CC4)nn23)n2nc([C@@H]3CCCCO3)nc2n1,"Data(x=[50, 3], edge_index=[2, 118])"
Cc1cc(-c2cc(C)nc3nc(N4CCN([C@@H]5c6ccccc6[C@@H]6[C@H](c7ccccc75)C6(F)F)CC4)nn23)n2nc([C@H]3CCCCO3)nc2n1,"Data(x=[50, 3], edge_index=[2, 118])"
Cc1cc(-c2cc(C)nc3nc(N4CCOCC4)nn23)n2nc(N3CCOCC3)nc2n1,"Data(x=[32, 3], edge_index=[2, 74])"
Cc1cc(-c2cc(C)nc3nc(N4CCc5ccccc5C4)nn23)n2nc(N3CCc4ccccc4C3)nc2n1,"Data(x=[40, 3], edge_index=[2, 94])"
Cc1cc(-c2cc(C)nc3nc(N4CCc5ccncc5C4)nn23)n2nc(N3CCc4ccncc4C3)nc2n1,"Data(x=[40, 3], edge_index=[2, 94])"
Cc1cc(-c2cc(C)nc3nc(N4CCc5ccncc5C4)nn23)n2nc([C@@H]3CCCCO3)nc2n1,"Data(x=[36, 3], edge_index=[2, 84])"
Cc1cc(-c2cc(C)nc3nc(N4CCc5ccncc5C4)nn23)n2nc([C@H]3CCCCO3)nc2n1,"Data(x=[36, 3], edge_index=[2, 84])"
Cc1cc(-c2cc(C)nc3nc(N4CCc5cnccc5C4)nn23)n2nc(N3CCc4cnccc4C3)nc2n1,"Data(x=[40, 3], edge_index=[2, 94])"
Cc1cc(-c2cc(C)nc3nc(N4CCc5cnccc5C4)nn23)n2nc([C@@H]3CCCCO3)nc2n1,"Data(x=[36, 3], edge_index=[2, 84])"
Cc1cc(-c2cc(C)nc3nc(N4CCc5cnccc5C4)nn23)n2nc([C@H]3CCCCO3)nc2n1,"Data(x=[36, 3], edge_index=[2, 84])"
Cc1cc(-c2cc(C)nc3nc(N4CCn5cncc5C4)nn23)n2nc(N3CCn4cncc4C3)nc2n1,"Data(x=[38, 3], edge_index=[2, 90])"
Cc1cc(-c2cc(C)nc3nc(N4c5ccccc5CCc5ccccc54)nn23)n2nc(N3c4ccccc4CCc4ccccc43)nc2n1,"Data(x=[50, 3], edge_index=[2, 118])"
Cc1cc(-c2cc(C)nc3nc(N4c5ccccc5CCc5ccccc54)nn23)n2nc([C@@H]3CCCCO3)nc2n1,"Data(x=[41, 3], edge_index=[2, 96])"
Cc1cc(-c2cc(C)nc3nc(N4c5ccccc5CCc5ccccc54)nn23)n2nc([C@H]3CCCCO3)nc2n1,"Data(x=[41, 3], edge_index=[2, 96])"
Cc1cc(-c2cc(C)nc3nc([C@@H]4CCCCO4)nn23)n2nc(-c3c4ccccc4cc4ccccc34)nc2n1,"Data(x=[40, 3], edge_index=[2, 94])"
Cc1cc(-c2cc(C)nc3nc([C@@H]4CCCCO4)nn23)n2nc(-c3cc(=O)c4cc(Br)ccc4o3)nc2n1,"Data(x=[38, 3], edge_index=[2, 88])"
Cc1cc(-c2cc(C)nc3nc([C@@H]4CCCCO4)nn23)n2nc(-c3cc(=O)c4ccccc4o3)nc2n1,"Data(x=[37, 3], edge_index=[2, 86])"
Cc1cc(-c2cc(C)nc3nc([C@@H]4CCCCO4)nn23)n2nc(-c3ccc(Cl)cc3Cl)nc2n1,"Data(x=[34, 3], edge_index=[2, 78])"
Cc1cc(-c2cc(C)nc3nc([C@@H]4CCCCO4)nn23)n2nc(-c3ccc4c(C)c(C)c(=O)oc4c3)nc2n1,"Data(x=[39, 3], edge_index=[2, 90])"
Cc1cc(-c2cc(C)nc3nc([C@@H]4CCCCO4)nn23)n2nc(-c3ccc4c(c3)Cc3ccccc3-4)nc2n1,"Data(x=[39, 3], edge_index=[2, 92])"
Cc1cc(-c2cc(C)nc3nc([C@@H]4CCCCO4)nn23)n2nc(-c3ccc4ncsc4c3)nc2n1,"Data(x=[35, 3], edge_index=[2, 82])"
Cc1cc(-c2cc(C)nc3nc([C@@H]4CCCCO4)nn23)n2nc(-c3cncc(Br)c3)nc2n1,"Data(x=[33, 3], edge_index=[2, 76])"
Cc1cc(-c2cc(C)nc3nc([C@@H]4CCCCO4)nn23)n2nc(-c3coc4ccccc4c3=O)nc2n1,"Data(x=[37, 3], edge_index=[2, 86])"
Cc1cc(-c2cc(C)nc3nc([C@@H]4CCCCO4)nn23)n2nc(-c3nc(C)nc4c3CC(C)C4)nc2n1,"Data(x=[37, 3], edge_index=[2, 86])"
Cc1cc(-c2cc(C)nc3nc([C@@H]4CCCCO4)nn23)n2nc(-c3nc(C)nc4c3CCC4)nc2n1,"Data(x=[36, 3], edge_index=[2, 84])"
Cc1cc(-c2cc(C)nc3nc([C@@H]4CCCCO4)nn23)n2nc(-c3nc(N)nc4[nH]c5ccccc5c34)nc2n1,"Data(x=[40, 3], edge_index=[2, 94])"
Cc1cc(-c2cc(C)nc3nc([C@@H]4CCCCO4)nn23)n2nc(-c3nnc4c(n3)[nH]c3ccccc34)nc2n1,"Data(x=[39, 3], edge_index=[2, 92])"
Cc1cc(-c2cc(C)nc3nc([C@@H]4CCCCO4)nn23)n2nc([C@@H]3CCCCO3)nc2n1,"Data(x=[32, 3], edge_index=[2, 74])"
Cc1cc(-c2cc(C)nc3nc([C@H]4CCCCO4)nn23)n2nc(-c3c4ccccc4cc4ccccc34)nc2n1,"Data(x=[40, 3], edge_index=[2, 94])"
Cc1cc(-c2cc(C)nc3nc([C@H]4CCCCO4)nn23)n2nc(-c3cc(=O)c4cc(Br)ccc4o3)nc2n1,"Data(x=[38, 3], edge_index=[2, 88])"
Cc1cc(-c2cc(C)nc3nc([C@H]4CCCCO4)nn23)n2nc(-c3cc(=O)c4ccccc4o3)nc2n1,"Data(x=[37, 3], edge_index=[2, 86])"
Cc1cc(-c2cc(C)nc3nc([C@H]4CCCCO4)nn23)n2nc(-c3ccc(Cl)cc3Cl)nc2n1,"Data(x=[34, 3], edge_index=[2, 78])"
Cc1cc(-c2cc(C)nc3nc([C@H]4CCCCO4)nn23)n2nc(-c3ccc4c(C)c(C)c(=O)oc4c3)nc2n1,"Data(x=[39, 3], edge_index=[2, 90])"
Cc1cc(-c2cc(C)nc3nc([C@H]4CCCCO4)nn23)n2nc(-c3ccc4c(c3)Cc3ccccc3-4)nc2n1,"Data(x=[39, 3], edge_index=[2, 92])"
Cc1cc(-c2cc(C)nc3nc([C@H]4CCCCO4)nn23)n2nc(-c3ccc4ncsc4c3)nc2n1,"Data(x=[35, 3], edge_index=[2, 82])"
Cc1cc(-c2cc(C)nc3nc([C@H]4CCCCO4)nn23)n2nc(-c3cncc(Br)c3)nc2n1,"Data(x=[33, 3], edge_index=[2, 76])"
Cc1cc(-c2cc(C)nc3nc([C@H]4CCCCO4)nn23)n2nc(-c3coc4ccccc4c3=O)nc2n1,"Data(x=[37, 3], edge_index=[2, 86])"
Cc1cc(-c2cc(C)nc3nc([C@H]4CCCCO4)nn23)n2nc(-c3nc(C)nc4c3CC(C)C4)nc2n1,"Data(x=[37, 3], edge_index=[2, 86])"
Cc1cc(-c2cc(C)nc3nc([C@H]4CCCCO4)nn23)n2nc(-c3nc(C)nc4c3CCC4)nc2n1,"Data(x=[36, 3], edge_index=[2, 84])"
Cc1cc(-c2cc(C)nc3nc([C@H]4CCCCO4)nn23)n2nc(-c3nc(N)nc4[nH]c5ccccc5c34)nc2n1,"Data(x=[40, 3], edge_index=[2, 94])"
Cc1cc(-c2cc(C)nc3nc([C@H]4CCCCO4)nn23)n2nc(-c3nnc4c(n3)[nH]c3ccccc34)nc2n1,"Data(x=[39, 3], edge_index=[2, 92])"
Cc1cc(-c2cc(C)nc3nc([C@H]4CCCCO4)nn23)n2nc([C@H]3CCCCO3)nc2n1,"Data(x=[32, 3], edge_index=[2, 74])"
Cc1cc(-c2cc(C)nc3nc([C@H]4CCCCO4)nn23)n2nc([C@H]3CC[C@]4(C)[C@@H]3[C@H](O)C[C@@H]3[C@@]5(C)CC[C@H](N)C(C)(C)[C@@H]5CC[C@]34C)nc2n1,"Data(x=[50, 3], edge_index=[2, 116])"
Cc1cc(-c2cc(C)nc3nc([C@H]4CC[C@]5(C)[C@@H]4[C@H](O)C[C@@H]4[C@@]6(C)CC[C@H](N)C(C)(C)[C@@H]6CC[C@]45C)nn23)n2nc([C@@H]3CCCCO3)nc2n1,"Data(x=[50, 3], edge_index=[2, 116])"
Cc1cc(-c2cc(C)nc3nc([C@H]4CO[C@H]5OCC[C@H]54)nn23)n2nc([C@H]3CO[C@H]4OCC[C@H]43)nc2n1,"Data(x=[36, 3], edge_index=[2, 86])"
Cc1cc(-c2ccc(Cl)cc2)n2nc(-c3cc(C)nc4nc(-c5ccc(Cl)cc5)nn34)nc2n1,"Data(x=[34, 3], edge_index=[2, 78])"
Cc1cc(-c2ccc(Cl)cc2)n2nc(-c3ccc(Cl)cc3)nc2n1,"Data(x=[24, 3], edge_index=[2, 54])"
Cc1cc(-c2ccc(Cl)cc2)n2nc(-c3nc4nc(C)cc(-c5ccc(Cl)cc5)n4n3)nc2n1,"Data(x=[34, 3], edge_index=[2, 78])"
Cc1cc(-c2ccc(Cl)cc2Cl)n2nc(-c3ccc(Cl)cc3Cl)nc2n1,"Data(x=[26, 3], edge_index=[2, 58])"
Cc1cc(-c2ccc(Cl)cc2Cl)n2nc(-c3nc4nc(C)cc(-c5ccc(Cl)cc5Cl)n4n3)nc2n1,"Data(x=[36, 3], edge_index=[2, 82])"
Cc1cc(-c2ccc(Cl)cc2Cl)n2nc(-c3nc4nc(C)cc([C@@H]5CCCCO5)n4n3)nc2n1,"Data(x=[34, 3], edge_index=[2, 78])"
Cc1cc(-c2ccc(Cl)cc2Cl)n2nc(-c3nc4nc(C)cc([C@H]5CCCCO5)n4n3)nc2n1,"Data(x=[34, 3], edge_index=[2, 78])"
Cc1cc(-c2ccc(Cl)cc2Cl)n2nc([C@@H]3CCCCO3)nc2n1,"Data(x=[24, 3], edge_index=[2, 54])"
Cc1cc(-c2ccc(Cl)cc2Cl)n2nc([C@H]3CCCCO3)nc2n1,"Data(x=[24, 3], edge_index=[2, 54])"
Cc1cc(-c2ccc(F)cc2)n2nc(-c3cc(C)nc4nc(-c5ccc(F)cc5)nn34)nc2n1,"Data(x=[34, 3], edge_index=[2, 78])"
Cc1cc(-c2ccc(F)cc2)n2nc(-c3nc4nc(C)cc(-c5ccc(F)cc5)n4n3)nc2n1,"Data(x=[34, 3], edge_index=[2, 78])"
Cc1cc(-c2ccc3c(C)c(C)c(=O)oc3c2)n2nc(-c3cc(C)nc4nc(-c5ccc6c(C)c(C)c(=O)oc6c5)nn34)nc2n1,"Data(x=[46, 3], edge_index=[2, 106])"
Cc1cc(-c2ccc3c(C)c(C)c(=O)oc3c2)n2nc(-c3cc(C)nc4nc([C@@H]5CCCCO5)nn34)nc2n1,"Data(x=[39, 3], edge_index=[2, 90])"
Cc1cc(-c2ccc3c(C)c(C)c(=O)oc3c2)n2nc(-c3cc(C)nc4nc([C@H]5CCCCO5)nn34)nc2n1,"Data(x=[39, 3], edge_index=[2, 90])"
Cc1cc(-c2ccc3c(C)c(C)c(=O)oc3c2)n2nc(-c3ccc4c(C)c(C)c(=O)oc4c3)nc2n1,"Data(x=[36, 3], edge_index=[2, 82])"
Cc1cc(-c2ccc3c(C)c(C)c(=O)oc3c2)n2nc(-c3nc4nc(C)cc(-c5ccc6c(C)c(C)c(=O)oc6c5)n4n3)nc2n1,"Data(x=[46, 3], edge_index=[2, 106])"
Cc1cc(-c2ccc3c(C)c(C)c(=O)oc3c2)n2nc(-c3nc4nc(C)cc([C@@H]5CCCCO5)n4n3)nc2n1,"Data(x=[39, 3], edge_index=[2, 90])"
Cc1cc(-c2ccc3c(C)c(C)c(=O)oc3c2)n2nc(-c3nc4nc(C)cc([C@H]5CCCCO5)n4n3)nc2n1,"Data(x=[39, 3], edge_index=[2, 90])"
Cc1cc(-c2ccc3c(C)c(C)c(=O)oc3c2)n2nc(SSc3ccc4c(C)c(C)c(=O)oc4c3)nc2n1,"Data(x=[38, 3], edge_index=[2, 86])"
Cc1cc(-c2ccc3c(C)c(C)c(=O)oc3c2)n2nc([C@@H]3CCCCO3)nc2n1,"Data(x=[29, 3], edge_index=[2, 66])"
Cc1cc(-c2ccc3c(C)c(C)c(=O)oc3c2)n2nc([C@H]3CCCCO3)nc2n1,"Data(x=[29, 3], edge_index=[2, 66])"
Cc1cc(-c2ccc3c(c2)Cc2ccccc2-3)n2nc(-c3cc(C)nc4nc(-c5ccc6c(c5)Cc5ccccc5-6)nn34)nc2n1,"Data(x=[46, 3], edge_index=[2, 110])"
Cc1cc(-c2ccc3c(c2)Cc2ccccc2-3)n2nc(-c3cc(C)nc4nc([C@@H]5CCCCO5)nn34)nc2n1,"Data(x=[39, 3], edge_index=[2, 92])"
Cc1cc(-c2ccc3c(c2)Cc2ccccc2-3)n2nc(-c3cc(C)nc4nc([C@H]5CCCCO5)nn34)nc2n1,"Data(x=[39, 3], edge_index=[2, 92])"
Cc1cc(-c2ccc3c(c2)Cc2ccccc2-3)n2nc(-c3ccc4c(c3)Cc3ccccc3-4)nc2n1,"Data(x=[36, 3], edge_index=[2, 86])"
Cc1cc(-c2ccc3c(c2)Cc2ccccc2-3)n2nc(-c3nc4nc(C)cc(-c5ccc6c(c5)Cc5ccccc5-6)n4n3)nc2n1,"Data(x=[46, 3], edge_index=[2, 110])"
Cc1cc(-c2ccc3c(c2)Cc2ccccc2-3)n2nc(-c3nc4nc(C)cc([C@@H]5CCCCO5)n4n3)nc2n1,"Data(x=[39, 3], edge_index=[2, 92])"
Cc1cc(-c2ccc3c(c2)Cc2ccccc2-3)n2nc(-c3nc4nc(C)cc([C@H]5CCCCO5)n4n3)nc2n1,"Data(x=[39, 3], edge_index=[2, 92])"
Cc1cc(-c2ccc3c(c2)Cc2ccccc2-3)n2nc(SSc3ccc4c(c3)Cc3ccccc3-4)nc2n1,"Data(x=[38, 3], edge_index=[2, 90])"
Cc1cc(-c2ccc3c(c2)Cc2ccccc2-3)n2nc([C@@H]3CCCCO3)nc2n1,"Data(x=[29, 3], edge_index=[2, 68])"
Cc1cc(-c2ccc3c(c2)Cc2ccccc2-3)n2nc([C@H]3CCCCO3)nc2n1,"Data(x=[29, 3], edge_index=[2, 68])"
Cc1cc(-c2ccc3ccccc3c2)n2nc(-c3cc(C)nc4nc(-c5ccc6ccccc6c5)nn34)nc2n1,"Data(x=[40, 3], edge_index=[2, 94])"
Cc1cc(-c2ccc3ccccc3c2)n2nc(-c3ccc4ccccc4c3)nc2n1,"Data(x=[30, 3], edge_index=[2, 70])"
Cc1cc(-c2ccc3ccccc3c2)n2nc(-c3nc4nc(C)cc(-c5ccc6ccccc6c5)n4n3)nc2n1,"Data(x=[40, 3], edge_index=[2, 94])"
Cc1cc(-c2ccc3ccccc3n2)n2nc(-c3cc(C)nc4nc(-c5ccc6ccccc6n5)nn34)nc2n1,"Data(x=[40, 3], edge_index=[2, 94])"
Cc1cc(-c2ccc3ccccc3n2)n2nc(-c3ccc4ccccc4n3)nc2n1,"Data(x=[30, 3], edge_index=[2, 70])"
Cc1cc(-c2ccc3ccccc3n2)n2nc(-c3nc4nc(C)cc(-c5ccc6ccccc6n5)n4n3)nc2n1,"Data(x=[40, 3], edge_index=[2, 94])"
Cc1cc(-c2ccc3ncsc3c2)n2nc(-c3cc(C)nc4nc(-c5ccc6ncsc6c5)nn34)nc2n1,"Data(x=[38, 3], edge_index=[2, 90])"
Cc1cc(-c2ccc3ncsc3c2)n2nc(-c3cc(C)nc4nc([C@@H]5CCCCO5)nn34)nc2n1,"Data(x=[35, 3], edge_index=[2, 82])"
Cc1cc(-c2ccc3ncsc3c2)n2nc(-c3cc(C)nc4nc([C@H]5CCCCO5)nn34)nc2n1,"Data(x=[35, 3], edge_index=[2, 82])"
Cc1cc(-c2ccc3ncsc3c2)n2nc(-c3ccc4ncsc4c3)nc2n1,"Data(x=[28, 3], edge_index=[2, 66])"
Cc1cc(-c2ccc3ncsc3c2)n2nc(-c3nc4nc(C)cc(-c5ccc6ncsc6c5)n4n3)nc2n1,"Data(x=[38, 3], edge_index=[2, 90])"
Cc1cc(-c2ccc3ncsc3c2)n2nc(-c3nc4nc(C)cc([C@@H]5CCCCO5)n4n3)nc2n1,"Data(x=[35, 3], edge_index=[2, 82])"
Cc1cc(-c2ccc3ncsc3c2)n2nc(-c3nc4nc(C)cc([C@H]5CCCCO5)n4n3)nc2n1,"Data(x=[35, 3], edge_index=[2, 82])"
Cc1cc(-c2ccc3ncsc3c2)n2nc([C@@H]3CCCCO3)nc2n1,"Data(x=[25, 3], edge_index=[2, 58])"
Cc1cc(-c2ccc3ncsc3c2)n2nc([C@H]3CCCCO3)nc2n1,"Data(x=[25, 3], edge_index=[2, 58])"
Cc1cc(-c2cccc(C)c2C)n2nc(-c3nc4nc(C)cc(-c5cccc(C)c5C)n4n3)nc2n1,"Data(x=[36, 3], edge_index=[2, 82])"
Cc1cc(-c2cccc(F)c2)n2nc(-c3cc(C)nc4nc(-c5cccc(F)c5)nn34)nc2n1,"Data(x=[34, 3], edge_index=[2, 78])"
Cc1cc(-c2cccc(F)c2)n2nc(-c3nc4nc(C)cc(-c5cccc(F)c5)n4n3)nc2n1,"Data(x=[34, 3], edge_index=[2, 78])"
Cc1cc(-c2cccc3c(=O)c4cccc([C@@H]5CCCCO5)c4[nH]c23)n2nc([C@@H]3CCCCO3)nc2n1,"Data(x=[37, 3], edge_index=[2, 86])"
Cc1cc(-c2cccc3c(=O)c4cccc([C@H]5CCCCO5)c4[nH]c23)n2nc([C@H]3CCCCO3)nc2n1,"Data(x=[37, 3], edge_index=[2, 86])"
Cc1cc(-c2cccc3ncccc23)n2nc(-c3cccc4ncccc34)nc2n1,"Data(x=[30, 3], edge_index=[2, 70])"
Cc1cc(-c2cccc3ncccc23)n2nc(-c3nc4nc(C)cc(-c5cccc6ncccc56)n4n3)nc2n1,"Data(x=[40, 3], edge_index=[2, 94])"
Cc1cc(-c2cccc3oc([C@@H]4CCCCO4)cc(=O)c23)n2nc([C@@H]3CCCCO3)nc2n1,"Data(x=[33, 3], edge_index=[2, 76])"
Cc1cc(-c2cccc3oc([C@H]4CCCCO4)cc(=O)c23)n2nc([C@H]3CCCCO3)nc2n1,"Data(x=[33, 3], edge_index=[2, 76])"
Cc1cc(-c2ccccc2)n2nc(-c3cc(C)nc4nc(-c5ccccc5)nn34)nc2n1,"Data(x=[32, 3], edge_index=[2, 74])"
Cc1cc(-c2ccccc2)n2nc(-c3nc4nc(C)cc(-c5ccccc5)n4n3)nc2n1,"Data(x=[32, 3], edge_index=[2, 74])"
Cc1cc(-c2ccccc2C)n2nc(-c3nc4nc(C)cc(-c5ccccc5C)n4n3)nc2n1,"Data(x=[34, 3], edge_index=[2, 78])"
Cc1cc(-c2ccccc2Cl)n2nc(-c3ccccc3Cl)nc2n1,"Data(x=[24, 3], edge_index=[2, 54])"
Cc1cc(-c2ccccc2Cl)n2nc(-c3nc4nc(C)cc(-c5ccccc5Cl)n4n3)nc2n1,"Data(x=[34, 3], edge_index=[2, 78])"
Cc1cc(-c2cccnc2)n2nc(-c3cc(C)nc4nc(-c5cccnc5)nn34)nc2n1,"Data(x=[32, 3], edge_index=[2, 74])"
Cc1cc(-c2cccnc2)n2nc(-c3nc4nc(C)cc(-c5cccnc5)n4n3)nc2n1,"Data(x=[32, 3], edge_index=[2, 74])"
Cc1cc(-c2cccs2)n2nc(-c3nc4nc(C)cc(-c5cccs5)n4n3)nc2n1,"Data(x=[30, 3], edge_index=[2, 70])"
Cc1cc(-c2ccncc2)n2nc(-c3cc(C)nc4nc(-c5ccncc5)nn34)nc2n1,"Data(x=[32, 3], edge_index=[2, 74])"
Cc1cc(-c2ccncc2)n2nc(-c3nc4nc(C)cc(-c5ccncc5)n4n3)nc2n1,"Data(x=[32, 3], edge_index=[2, 74])"
Cc1cc(-c2cnc3ccccc3c2)n2nc(-c3cc(C)nc4nc(-c5cnc6ccccc6c5)nn34)nc2n1,"Data(x=[40, 3], edge_index=[2, 94])"
Cc1cc(-c2cnc3ccccc3c2)n2nc(-c3cnc4ccccc4c3)nc2n1,"Data(x=[30, 3], edge_index=[2, 70])"
Cc1cc(-c2cnc3ccccc3c2)n2nc(-c3nc4nc(C)cc(-c5cnc6ccccc6c5)n4n3)nc2n1,"Data(x=[40, 3], edge_index=[2, 94])"
Cc1cc(-c2cncc(Br)c2)n2nc(-c3cc(C)nc4nc(-c5cncc(Br)c5)nn34)nc2n1,"Data(x=[34, 3], edge_index=[2, 78])"
Cc1cc(-c2cncc(Br)c2)n2nc(-c3cc(C)nc4nc([C@@H]5CCCCO5)nn34)nc2n1,"Data(x=[33, 3], edge_index=[2, 76])"
Cc1cc(-c2cncc(Br)c2)n2nc(-c3cc(C)nc4nc([C@H]5CCCCO5)nn34)nc2n1,"Data(x=[33, 3], edge_index=[2, 76])"
Cc1cc(-c2cncc(Br)c2)n2nc(-c3cncc(Br)c3)nc2n1,"Data(x=[24, 3], edge_index=[2, 54])"
Cc1cc(-c2cncc(Br)c2)n2nc(-c3nc4nc(C)cc(-c5cncc(Br)c5)n4n3)nc2n1,"Data(x=[34, 3], edge_index=[2, 78])"
Cc1cc(-c2cncc(Br)c2)n2nc(-c3nc4nc(C)cc([C@@H]5CCCCO5)n4n3)nc2n1,"Data(x=[33, 3], edge_index=[2, 76])"
Cc1cc(-c2cncc(Br)c2)n2nc(-c3nc4nc(C)cc([C@H]5CCCCO5)n4n3)nc2n1,"Data(x=[33, 3], edge_index=[2, 76])"
Cc1cc(-c2cncc(Br)c2)n2nc(SSc3cncc(Br)c3)nc2n1,"Data(x=[26, 3], edge_index=[2, 58])"
Cc1cc(-c2cncc(Br)c2)n2nc([C@@H]3CCCCO3)nc2n1,"Data(x=[23, 3], edge_index=[2, 52])"
Cc1cc(-c2cncc(Br)c2)n2nc([C@H]3CCCCO3)nc2n1,"Data(x=[23, 3], edge_index=[2, 52])"
Cc1cc(-c2coc3c(c(O)cc4occ([C@@H]5CCCCO5)c(=O)c43)c2=O)n2nc([C@@H]3CCCCO3)nc2n1,"Data(x=[39, 3], edge_index=[2, 90])"
Cc1cc(-c2coc3c(c(O)cc4occ([C@H]5CCCCO5)c(=O)c43)c2=O)n2nc([C@H]3CCCCO3)nc2n1,"Data(x=[39, 3], edge_index=[2, 90])"
Cc1cc(-c2coc3cc(O)c4c(=O)c([C@@H]5CCCCO5)coc4c3c2=O)n2nc([C@@H]3CCCCO3)nc2n1,"Data(x=[39, 3], edge_index=[2, 90])"
Cc1cc(-c2coc3cc(O)c4c(=O)c([C@H]5CCCCO5)coc4c3c2=O)n2nc([C@H]3CCCCO3)nc2n1,"Data(x=[39, 3], edge_index=[2, 90])"
Cc1cc(-c2coc3ccccc3c2=O)n2nc(-c3coc4ccccc4c3=O)nc2n1,"Data(x=[32, 3], edge_index=[2, 74])"
Cc1cc(-c2coc3ccccc3c2=O)n2nc(-c3nc4nc(C)cc(-c5coc6ccccc6c5=O)n4n3)nc2n1,"Data(x=[42, 3], edge_index=[2, 98])"
Cc1cc(-c2coc3ccccc3c2=O)n2nc(-c3nc4nc(C)cc([C@@H]5CCCCO5)n4n3)nc2n1,"Data(x=[37, 3], edge_index=[2, 86])"
Cc1cc(-c2coc3ccccc3c2=O)n2nc(-c3nc4nc(C)cc([C@H]5CCCCO5)n4n3)nc2n1,"Data(x=[37, 3], edge_index=[2, 86])"
